"","Name0","score","score.1","score.2","score.3","score.4","score.5","score.6","score.7","score.8","score.9","score.10","score.11","score.12","score.13","score.14","score.15","score.16","score.17","score.18","score.19"
"1","MRC-18A-2735",-0.0299120406304649,0.0332805943270761,0.0484495638489221,0.0149676608778387,0.0119868159776707,0.16473245747238,0.0614209522249566,-0.00740241939522261,0.0118395215067329,0.0392755531038354,0.012824955058281,0.0297323229411482,0.0213848429071176,0.0219274274485816,0.0416083561274332,0.107182123783449,0.0289180788449908,0.0144453685283528,0.0605241076644321,0.00523485174342705
"2","MRC-18A-4180",-0.0343748045880141,0.0297848215317898,0.0372891056785001,0.0134888543394282,0.0101514189847371,0.164740089289771,0.0363221409835039,-0.0160959183147536,0.0104414636429032,0.0314027816095796,0.011710696888148,0.0254755307084925,0.171806565147909,0.0196093696655077,0.0286010809679891,0.0136699483778764,0.0240887453177958,0.0207375297644338,0.0505254005877711,0.00217642865689408
"3","MRC-18A-4498",-0.0200911113897441,0.043630158411629,0.0381223212564687,0.0123909880311622,0.00486032418331507,0.275697892780804,0.0448593633954474,-0.0142048644153857,0.00796220520424071,0.0332980036646537,0.0112623727050867,0.0240672356434905,0.0195272038319454,0.0160771628388131,0.0409083040664505,0.104863472592301,0.0257676705296662,0.0130042217802159,0.0587234762703812,0.000162907390891956
"4","MRC-18A-5885",-0.0310495410821983,-0.0290697818707243,0.0414058337472595,0.0123915295697116,-0.0516009310644723,0.158315671961149,-4.9607032813221e-05,-0.0156636206791704,0.0103880521413093,0.0420242783690565,0.00814207131174935,0.0237919868930342,0.00643691854007611,0.00884621619939006,0.0271496991294679,0.0127520202278555,0.0178341479637901,0.0137964990244099,0.0425050284518362,-0.00382043443702824
"5","MRC-18A-5893",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6","MRC-18A-4888",0.0704845465820358,0.0483737245358755,0.0396832826888159,0.0145822304922698,0.0111864372549771,0.035595790521767,0.0516096183005224,-0.0169246763646333,0.016074051267724,0.0399982142138084,0.0150837654907121,0.0292260574244364,0.0334435463087468,0.0280428740336033,0.0198937217214348,0.105887270539715,0.021278286035744,0.0167982478732062,0.0608825148099886,0.00255665142747567
"7","MRC-18A-5479",-0.0253103623989349,0.0383166028915015,0.0476831065541957,0.0168878843930415,0.0123471099114193,0.0309882771963292,0.0338485943532894,-0.0161845903156666,0.00577956013980259,0.0360053481372341,0.00703054640716923,0.0282064245392662,0.0157063306660583,0.0137072892761717,0.0251688457327456,0.104139395472287,0.0146948294205325,0.0126360305491886,0.0462387865126383,0.00416754013288678
"8","MRC-18A-5587",-0.0422836795715724,0.0319639088984839,0.0415424037748414,0.0788241929189004,0.0127758514598434,0.166147895083429,0.0195227729511638,0.00241064255060091,0.0128880510009617,0.0330296342566507,0.00835538869779365,0.0328901982960492,0.00547549972454589,0.0300059426912643,0.0264127908498252,0.0185058041371513,0.0223031888234606,0.0196436065967568,0.0581835596732329,0.000577776506727866
"9","MRC-18A-3497",-0.0299927596905857,0.0146272141186213,0.039507536794756,0.0122824535560207,0.014310947287999,0.286341895618024,0.0875759762062635,-0.00384513307337787,0.00998954325622824,0.037145641230068,0.010408742732288,0.0250015369098927,0.0325139276103533,0.0139965417201695,0.0668741246939647,0.117796417887153,0.026113713336725,0.011308504813034,0.0731671305903676,0.00716841362244735
"10","MRC-18A-3538",-0.0281462649753419,0.0303661757542428,0.0503396488335013,0.0162880570836952,0.00543272547178133,0.291158856854488,0.0474707624073998,-0.006843133065293,0.0145812149538693,0.0402822361028916,0.0132080394467451,0.0331241727624093,0.0391901275041956,0.024001914116426,0.0373518812352075,0.0197179216020281,0.028078454922258,0.0237492601075111,0.0641606839618123,0.00867655210150353
"11","MRC-18A-3539",-0.0340603040957495,-0.0330700653661935,0.0362576645142682,0.0147302763604019,0.00350920740077936,0.0526674490110936,0.0485993268580953,-0.0145492988062884,0.0128182089472802,0.0384578838889664,0.0139016341153138,0.0220680854978093,0.0148562004150741,0.0218399228977929,0.0352297196295665,0.105261185676543,0.016289640192616,0.0146337271609758,0.0452487710476906,0.00139668313485258
"12","MRC-18A-3540",-0.0273804536654968,0.0304763532689868,0.0369485531196652,0.0159911360869476,0.00484234859194054,0.163619757161698,0.0617499747162691,-0.0131593601574673,0.0151624412067281,0.0404315422587152,0.0105535360513972,0.0252338229101623,0.0200491700530986,0.0299471430943843,0.0336468019256719,0.0160028874685912,0.0381488590397525,0.0202605676730555,0.0432574779600038,0.0025591690126885
"13","MRC-18A-3531",-0.0187638962259802,0.0128962489513322,0.0403867967980895,0.0198889174462038,0.00947321811399132,0.300079989299512,0.0490471569452357,-0.00507529099141274,0.0129506842130883,0.0377265250286144,0.0153949586900288,0.0309847342332988,0.0187834677517527,0.0232335452820759,0.0315516609935429,0.10658281017221,0.0279510845262005,0.0159161388188882,0.050333290803109,0.00682964443541123
"14","MRC-18A-3532",-0.00911942461126971,0.0222112001740836,0.0857273078961615,0.0264862670282243,0.0135250423230773,0.0348130702840612,0.0552518254325878,-0.00411107841222297,0.0120979473921164,0.0328390653404698,0.00489669172227274,0.0269549344735356,0.0235843707670932,0.0165520743009356,0.027956611359101,0.106390696867285,0.0203294684347529,0.0208481811466122,0.0606321370770934,0.00649374474501872
